,frequency,place_name,yr,period,index_nsa,Pct_change
971,monthly,Middle Atlantic Division,2015,6,210.83,0.010544983942865516
972,monthly,Middle Atlantic Division,2015,7,211.75,0.0043637053550253935
973,monthly,Middle Atlantic Division,2015,8,211.46,-0.001369539551357657
974,monthly,Middle Atlantic Division,2015,9,210.58,-0.004161543554336511
975,monthly,Middle Atlantic Division,2015,10,209.97,-0.0028967613258619185
976,monthly,Middle Atlantic Division,2015,11,208.81,-0.005524598752202681
977,monthly,Middle Atlantic Division,2015,12,209.48,0.0032086585891479835
978,monthly,Middle Atlantic Division,2016,1,207.53,-0.009308764559862515
979,monthly,Middle Atlantic Division,2016,2,209.22,0.008143400954078839
980,monthly,Middle Atlantic Division,2016,3,209.63,0.0019596596883662
981,monthly,Middle Atlantic Division,2016,4,211.73,0.010017650145494494
982,monthly,Middle Atlantic Division,2016,5,216.52,0.022623152127709822
983,monthly,Middle Atlantic Division,2016,6,218.8,0.010530205061888065
984,monthly,Middle Atlantic Division,2016,7,218.83,0.00013711151736739424
985,monthly,Middle Atlantic Division,2016,8,219.2,0.0016908102179773454
986,monthly,Middle Atlantic Division,2016,9,217.93,-0.005793795620437914
987,monthly,Middle Atlantic Division,2016,10,218.42,0.0022484283944383954
988,monthly,Middle Atlantic Division,2016,11,219.64,0.005585569087079856
989,monthly,Middle Atlantic Division,2016,12,217.84,-0.008195228555818557
990,monthly,Middle Atlantic Division,2017,1,217.01,-0.003810135879544707
991,monthly,Middle Atlantic Division,2017,2,218.77,0.008110225335238086
992,monthly,Middle Atlantic Division,2017,3,219.29,0.0023769255382364296
993,monthly,Middle Atlantic Division,2017,4,222.77,0.01586939668931553
994,monthly,Middle Atlantic Division,2017,5,225.64,0.01288324280648201
995,monthly,Middle Atlantic Division,2017,6,227.75,0.009351178868994836
996,monthly,Middle Atlantic Division,2017,7,229.14,0.006103183315038452
997,monthly,Middle Atlantic Division,2017,8,230.51,0.005978877542113903
998,monthly,Middle Atlantic Division,2017,9,229.9,-0.0026463060170924813
999,monthly,Middle Atlantic Division,2017,10,231.28,0.006002609830360939
1000,monthly,Middle Atlantic Division,2017,11,230.01,-0.005491179522656542
1001,monthly,Middle Atlantic Division,2017,12,229.92,-0.0003912873353332236
1002,monthly,Middle Atlantic Division,2018,1,230.06,0.0006089074460682298
1003,monthly,Middle Atlantic Division,2018,2,231.25,0.005172563679040287
1004,monthly,Middle Atlantic Division,2018,3,235.51,0.01842162162162153
1005,monthly,Middle Atlantic Division,2018,4,235.37,-0.0005944545879155161
1006,monthly,Middle Atlantic Division,2018,5,238.37,0.012745889450652248
1007,monthly,Middle Atlantic Division,2018,6,241.61,0.013592314469102584
1008,monthly,Middle Atlantic Division,2018,7,242.41,0.0033111212284258063
1009,monthly,Middle Atlantic Division,2018,8,241.5,-0.003753970545769536
1010,monthly,Middle Atlantic Division,2018,9,240.53,-0.004016563146997942
1011,monthly,Middle Atlantic Division,2018,10,240.14,-0.001621419365567811
1012,monthly,Middle Atlantic Division,2018,11,242.3,0.008994753060714622
1013,monthly,Middle Atlantic Division,2018,12,242.28,-8.254230293025522e-05
1014,monthly,Middle Atlantic Division,2019,1,242.99,0.002930493643718002
1015,monthly,Middle Atlantic Division,2019,2,240.73,-0.009300794271369317
1016,monthly,Middle Atlantic Division,2019,3,242.86,0.008848087068500154
