,frequency,place_name,yr,period,index_nsa,Pct_change
2674,monthly,West North Central Division,2016,2,228.37,0.0002189908899790094
2675,monthly,West North Central Division,2016,3,230.13,0.007706791610106345
2676,monthly,West North Central Division,2016,4,233.91,0.016425498631208457
2677,monthly,West North Central Division,2016,5,235.97,0.008806806036509851
2678,monthly,West North Central Division,2016,6,237.94,0.008348518879518485
2679,monthly,West North Central Division,2016,7,241.26,0.013953097419517446
2680,monthly,West North Central Division,2016,8,239.79,-0.006093011688634631
2681,monthly,West North Central Division,2016,9,239.61,-0.0007506568247215295
2682,monthly,West North Central Division,2016,10,239.26,-0.0014607069821794827
2683,monthly,West North Central Division,2016,11,240.61,0.005642397391958598
2684,monthly,West North Central Division,2016,12,239.52,-0.004530152528988807
2685,monthly,West North Central Division,2017,1,237.32,-0.009185036740147035
2686,monthly,West North Central Division,2017,2,238.97,0.006952637788639748
2687,monthly,West North Central Division,2017,3,244.01,0.02109051345357149
2688,monthly,West North Central Division,2017,4,246.43,0.009917626326789941
2689,monthly,West North Central Division,2017,5,250.07,0.01477092886418041
2690,monthly,West North Central Division,2017,6,252.6,0.010117167193185894
2691,monthly,West North Central Division,2017,7,253.28,0.002692003167062529
2692,monthly,West North Central Division,2017,8,252.87,-0.0016187618445988594
2693,monthly,West North Central Division,2017,9,252.74,-0.0005140981532012479
2694,monthly,West North Central Division,2017,10,252.73,-3.956635277369003e-05
2695,monthly,West North Central Division,2017,11,254.32,0.006291299014758778
2696,monthly,West North Central Division,2017,12,251.34,-0.01171752123309211
2697,monthly,West North Central Division,2018,1,253.47,0.008474576271186418
2698,monthly,West North Central Division,2018,2,254.03,0.002209334438000532
2699,monthly,West North Central Division,2018,3,259.39,0.02109987009408343
2700,monthly,West North Central Division,2018,4,261.77,0.009175372990477548
2701,monthly,West North Central Division,2018,5,265.18,0.013026702830729375
2702,monthly,West North Central Division,2018,6,268.45,0.012331246700354459
2703,monthly,West North Central Division,2018,7,270.11,0.00618364686161299
2704,monthly,West North Central Division,2018,8,269.1,-0.0037392173558919994
2705,monthly,West North Central Division,2018,9,267.19,-0.0070977331846897584
2706,monthly,West North Central Division,2018,10,268.96,0.006624499419888297
2707,monthly,West North Central Division,2018,11,268.43,-0.0019705532421177008
2708,monthly,West North Central Division,2018,12,266.59,-0.006854673471668682
2709,monthly,West North Central Division,2019,1,266.62,0.00011253235305153098
2710,monthly,West North Central Division,2019,2,266.69,0.0002625459455405377
2711,monthly,West North Central Division,2019,3,274.55,0.0294724211631483
