,frequency,place_name,yr,period,index_nsa,Pct_change
3013,monthly,West South Central Division,2016,2,240.25,0.0025454848940076324
3014,monthly,West South Central Division,2016,3,245.6,0.022268470343392188
3015,monthly,West South Central Division,2016,4,246.65,0.004275244299674297
3016,monthly,West South Central Division,2016,5,249.52,0.01163592134603686
3017,monthly,West South Central Division,2016,6,251.4,0.007534466175056043
3018,monthly,West South Central Division,2016,7,253.17,0.007040572792362587
3019,monthly,West South Central Division,2016,8,252.7,-0.0018564600861081804
3020,monthly,West South Central Division,2016,9,253.43,0.0028888009497427536
3021,monthly,West South Central Division,2016,10,253.17,-0.0010259243183522448
3022,monthly,West South Central Division,2016,11,253.66,0.0019354583876447506
3023,monthly,West South Central Division,2016,12,253.48,-0.0007096112907041263
3024,monthly,West South Central Division,2017,1,254.07,0.0023275998106360163
3025,monthly,West South Central Division,2017,2,256.64,0.010115322548903904
3026,monthly,West South Central Division,2017,3,258.96,0.00903990024937662
3027,monthly,West South Central Division,2017,4,263.22,0.016450417052826793
3028,monthly,West South Central Division,2017,5,267.43,0.01599422536281425
3029,monthly,West South Central Division,2017,6,266.89,-0.002019219982799303
3030,monthly,West South Central Division,2017,7,268.63,0.006519539885346148
3031,monthly,West South Central Division,2017,8,268.72,0.00033503331720230456
3032,monthly,West South Central Division,2017,9,269.97,0.004651682048228745
3033,monthly,West South Central Division,2017,10,269.14,-0.0030744156758160113
3034,monthly,West South Central Division,2017,11,271.45,0.008582893661291502
3035,monthly,West South Central Division,2017,12,270.99,-0.0016946030576532323
3036,monthly,West South Central Division,2018,1,269.05,-0.007158935754086881
3037,monthly,West South Central Division,2018,2,275.25,0.023044043858018837
3038,monthly,West South Central Division,2018,3,276.57,0.004795640326975548
3039,monthly,West South Central Division,2018,4,276.57,0.0
3040,monthly,West South Central Division,2018,5,281.92,0.019344108182377084
3041,monthly,West South Central Division,2018,6,281.68,-0.0008513053348467858
3042,monthly,West South Central Division,2018,7,282.63,0.00337262141437078
3043,monthly,West South Central Division,2018,8,282.65,7.076389626003987e-05
3044,monthly,West South Central Division,2018,9,282.83,0.000636830001768951
3045,monthly,West South Central Division,2018,10,281.73,-0.0038892621009085637
3046,monthly,West South Central Division,2018,11,284.27,0.009015724275014847
3047,monthly,West South Central Division,2018,12,282.13,-0.007528054314560051
3048,monthly,West South Central Division,2019,1,282.97,0.002977350866621986
3049,monthly,West South Central Division,2019,2,284.2,0.004346750538926303
3050,monthly,West South Central Division,2019,3,288.67,0.0157283603096412
